,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,phone,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,active,city_0,city_1,city_2,date_delta,month signup_date,month last_trip_date
11340,2.87,4.8,4.3,1.16,1.0,21.4,8,False,50.0,1,0.0,0.0,1.0,168 days,1,6
11341,6.11,4.5,5.0,1.23,1.0,20.0,1,False,60.0,1,0.0,0.0,1.0,149 days,1,6
11342,2.86,5.0,5.0,1.0,1.0,0.0,0,False,0.0,1,0.0,1.0,0.0,165 days,1,6
11343,3.64,4.6,5.0,1.0,0.0,0.0,5,False,86.7,1,0.0,0.0,1.0,145 days,1,6
11344,11.83,5.0,5.0,1.0,1.0,0.0,0,False,100.0,0,1.0,0.0,0.0,34 days,1,2
11345,7.47,5.0,5.0,1.0,0.0,0.0,0,False,66.7,0,0.0,1.0,0.0,123 days,1,5
11346,6.49,4.6,5.0,1.12,0.0,17.6,7,False,47.1,1,0.0,0.0,1.0,170 days,1,6
11347,2.33,4.6,4.1,1.11,1.0,18.0,5,True,62.0,1,0.0,0.0,1.0,172 days,1,6
11348,3.79,5.0,5.0,1.25,1.0,50.0,2,True,0.0,0,1.0,0.0,0.0,1 days,1,1
11349,4.52,4.8,4.5,1.19,1.0,23.1,5,False,46.2,1,1.0,0.0,0.0,159 days,1,6
11350,9.93,4.4,5.0,1.0,1.0,0.0,1,False,81.3,1,0.0,0.0,1.0,154 days,1,6
11351,2.35,4.8,4.7,1.0,1.0,0.0,2,False,20.0,0,0.0,0.0,1.0,126 days,1,5
11352,2.76,4.7,3.8,1.08,1.0,16.7,4,True,100.0,0,0.0,0.0,1.0,35 days,1,2
11353,3.4,4.6,4.9,1.0,1.0,0.0,2,True,100.0,1,1.0,0.0,0.0,140 days,1,6
11354,2.6,5.0,5.0,1.0,1.0,0.0,0,False,100.0,0,1.0,0.0,0.0,85 days,1,4
11355,7.95,5.0,5.0,1.0,0.0,0.0,3,False,75.0,0,0.0,0.0,1.0,120 days,1,5
11356,2.99,3.0,4.601559291274655,1.0,1.0,0.0,1,True,100.0,0,1.0,0.0,0.0,1 days,1,1
11357,17.12,5.0,5.0,1.0,0.0,0.0,0,True,100.0,0,1.0,0.0,0.0,37 days,1,2
11358,2.47,4.6,4.8,1.14,1.0,9.5,4,True,71.4,1,0.0,0.0,1.0,133 days,1,6
11359,1.67,5.0,4.601559291274655,1.0,1.0,0.0,1,True,66.7,0,0.0,1.0,0.0,110 days,1,5
11360,0.86,5.0,4.601559291274655,1.0,0.0,0.0,0,False,0.0,0,1.0,0.0,0.0,88 days,1,4
11361,14.99,5.0,5.0,1.0,0.0,0.0,0,False,100.0,0,0.0,0.0,1.0,75 days,1,3
11362,7.34,5.0,5.0,1.0,0.0,0.0,0,False,100.0,0,0.0,1.0,0.0,70 days,1,3
11363,30.22,5.0,4.8,1.25,0.0,25.0,1,True,75.0,1,0.0,1.0,0.0,162 days,1,6
11364,12.1,5.0,2.0,1.0,1.0,0.0,1,False,100.0,0,0.0,1.0,0.0,0 days,1,1
11365,2.46,5.0,5.0,1.0,1.0,0.0,0,False,50.0,0,0.0,0.0,1.0,98 days,1,4
11366,2.28,5.0,4.0,1.0,1.0,0.0,5,False,20.0,0,0.0,1.0,0.0,2 days,1,1
11367,1.26,4.9,5.0,1.04,1.0,14.3,4,True,28.6,1,0.0,0.0,1.0,135 days,1,6
11368,3.19,5.0,4.601559291274655,1.0,0.0,0.0,1,False,0.0,0,0.0,0.0,1.0,0 days,1,1
11369,20.16,5.0,5.0,1.0,1.0,0.0,0,True,100.0,1,0.0,0.0,1.0,147 days,1,6
11370,1.79,4.7,4.8,1.0,0.0,0.0,8,False,84.0,0,0.0,0.0,1.0,127 days,1,5
11371,4.4,4.3,5.0,1.0,1.0,0.0,2,True,100.0,0,1.0,0.0,0.0,96 days,1,4
11372,4.95,4.8,5.0,1.1,0.0,20.0,2,True,60.0,1,1.0,0.0,0.0,150 days,1,6
11373,1.4,5.0,5.0,1.0,0.0,0.0,2,True,100.0,0,1.0,0.0,0.0,12 days,1,1
11374,1.66,4.0,5.0,1.0,1.0,0.0,1,False,100.0,0,0.0,0.0,1.0,3 days,1,1
11375,2.08,5.0,4.8,1.05,1.0,20.0,0,False,40.0,0,1.0,0.0,0.0,116 days,1,4
11376,1.2,5.0,4.601559291274655,1.0,1.0,0.0,0,True,100.0,0,0.0,1.0,0.0,58 days,1,3
11377,5.43,4.8,5.0,1.56,1.0,50.0,0,False,100.0,1,0.0,0.0,1.0,163 days,1,6
11378,5.46,4.8,5.0,1.0,1.0,0.0,1,False,50.0,1,0.0,1.0,0.0,140 days,1,6
11379,6.47,4.6,5.0,1.0,0.0,0.0,0,False,40.0,0,1.0,0.0,0.0,122 days,1,5
11380,3.71,5.0,4.9,1.05,0.0,9.1,4,False,45.5,0,1.0,0.0,0.0,77 days,1,4
11381,3.91,3.5,5.0,1.0,1.0,0.0,2,False,33.3,1,0.0,0.0,1.0,156 days,1,6
11382,5.45,1.0,4.601559291274655,1.0,1.0,0.0,0,True,0.0,0,1.0,0.0,0.0,129 days,1,5
11383,3.63,4.9,3.6,1.0,1.0,0.0,1,False,50.0,0,0.0,0.0,1.0,112 days,1,5
11384,20.68,5.0,4.601559291274655,1.0,0.0,0.0,0,True,100.0,0,0.0,0.0,1.0,88 days,1,4
11385,3.55,5.0,4.601559291274655,1.0,1.0,0.0,0,False,0.0,0,0.0,1.0,0.0,73 days,1,3
11386,2.04,5.0,4.601559291274655,1.0,1.0,0.0,2,True,100.0,1,0.0,0.0,1.0,145 days,1,6
11387,6.24,4.9,5.0,1.03,0.0,11.1,0,True,44.4,1,1.0,0.0,0.0,149 days,1,6
11388,1.93,5.0,3.8,1.0,1.0,0.0,0,False,100.0,0,1.0,0.0,0.0,81 days,1,4
11389,8.39,4.5,4.4,1.02,1.0,3.8,11,False,76.9,1,0.0,0.0,1.0,159 days,1,6
11390,22.94,5.0,5.0,1.0,1.0,0.0,0,False,100.0,1,0.0,1.0,0.0,150 days,1,6
11391,1.05,5.0,3.0,1.0,0.0,0.0,0,False,0.0,0,0.0,0.0,1.0,123 days,1,6
11392,3.46,5.0,4.601559291274655,1.0,1.0,0.0,1,True,100.0,0,0.0,0.0,1.0,1 days,1,1
11393,12.12,5.0,4.601559291274655,1.0,0.0,0.0,1,False,100.0,0,0.0,0.0,1.0,1 days,1,1
11394,2.92,4.8,4.8,1.03,0.0,5.9,14,False,70.6,1,0.0,0.0,1.0,128 days,1,6
11395,31.09,5.0,5.0,1.0,0.0,0.0,0,False,0.0,0,0.0,0.0,1.0,61 days,1,3
11396,0.55,5.0,3.8,1.0,1.0,0.0,4,False,100.0,0,0.0,0.0,1.0,120 days,1,5
11397,1.13,5.0,4.601559291274655,1.0,1.0,0.0,0,False,100.0,0,0.0,1.0,0.0,133 days,1,5
11398,10.66,4.5,4.0,1.08,1.0,16.7,1,True,50.0,1,0.0,0.0,1.0,169 days,1,6
11399,6.63,5.0,3.0,1.0,1.0,0.0,0,True,25.0,1,0.0,0.0,1.0,149 days,1,6
11400,3.91,5.0,4.3,1.0,1.0,0.0,3,False,50.0,1,0.0,0.0,1.0,149 days,1,6
11401,10.74,4.8,4.0,1.0,1.0,0.0,0,True,87.5,1,0.0,0.0,1.0,173 days,1,6
11402,7.12,4.7,5.0,1.08,1.0,16.7,1,False,33.3,0,0.0,0.0,1.0,97 days,1,4
11403,0.61,5.0,5.0,1.0,1.0,0.0,1,False,100.0,0,1.0,0.0,0.0,1 days,1,1
11404,3.4,5.0,5.0,1.0,1.0,0.0,3,False,25.0,0,1.0,0.0,0.0,72 days,1,4
11405,5.62,4.2,5.0,1.0,0.0,0.0,0,False,16.7,0,0.0,0.0,1.0,133 days,1,5
11406,2.79,4.8,5.0,1.19,1.0,25.0,3,True,25.0,0,1.0,0.0,0.0,116 days,1,4
11407,7.55,4.8,4.3,1.21,1.0,33.3,3,False,66.7,1,0.0,0.0,1.0,150 days,1,6
11408,3.66,4.9,5.0,1.0,1.0,0.0,3,True,75.0,1,0.0,0.0,1.0,146 days,1,6
11409,2.08,4.7,4.3,1.0,1.0,0.0,0,False,66.7,1,0.0,1.0,0.0,128 days,1,6
11410,10.23,5.0,5.0,1.0,1.0,0.0,2,False,100.0,0,1.0,0.0,0.0,4 days,1,1
11411,1.98,5.0,4.0,1.25,1.0,25.0,3,True,75.0,1,1.0,0.0,0.0,165 days,1,6
11412,6.38,5.0,4.601559291274655,1.0,0.0,0.0,1,False,0.0,0,1.0,0.0,0.0,2 days,1,1
11413,3.68,4.3,5.0,1.0,1.0,0.0,6,True,45.5,1,0.0,0.0,1.0,173 days,1,6
11414,1.1,5.0,4.601559291274655,1.0,1.0,0.0,0,True,100.0,0,1.0,0.0,0.0,126 days,1,5
11415,1.35,4.7,5.0,1.0,1.0,0.0,0,True,100.0,1,0.0,0.0,1.0,170 days,1,6
11416,7.71,4.5,5.0,1.0,1.0,0.0,4,True,87.5,1,0.0,0.0,1.0,155 days,1,6
11417,3.43,5.0,5.0,1.0,1.0,0.0,1,True,100.0,0,1.0,0.0,0.0,0 days,1,1
11418,7.22,5.0,5.0,1.0,1.0,0.0,1,False,66.7,0,1.0,0.0,0.0,93 days,1,4
11419,2.92,4.8,4.1,1.18,1.0,22.2,4,True,63.0,1,0.0,1.0,0.0,138 days,1,6
11420,6.22,4.7,5.0,1.31,0.0,25.0,3,True,0.0,0,1.0,0.0,0.0,83 days,1,4
11421,9.13,5.0,5.0,1.0,0.0,0.0,1,False,100.0,0,0.0,0.0,1.0,1 days,1,1
11422,2.86,4.5,5.0,1.0,0.0,0.0,4,False,10.0,0,0.0,0.0,1.0,109 days,1,5
11423,5.14,4.7,4.3,1.0,1.0,0.0,0,False,50.0,1,0.0,0.0,1.0,165 days,1,6
11424,3.82,5.0,4.7,1.2,1.0,20.0,3,True,20.0,1,1.0,0.0,0.0,159 days,1,6
11425,18.58,5.0,4.601559291274655,1.0,1.0,0.0,0,True,0.0,0,0.0,0.0,1.0,59 days,1,3
11426,4.53,5.0,4.5,1.0,0.0,0.0,0,False,100.0,0,0.0,1.0,0.0,58 days,1,3
11427,1.17,5.0,5.0,1.0,1.0,0.0,1,False,0.0,0,1.0,0.0,0.0,2 days,1,1
11428,3.45,5.0,5.0,1.0,0.0,0.0,1,False,0.0,0,0.0,0.0,1.0,0 days,1,1
11429,13.73,4.7,4.7,1.0,1.0,0.0,2,False,100.0,1,0.0,0.0,1.0,140 days,1,6
11430,5.61,5.0,4.0,1.0,1.0,0.0,2,False,100.0,0,1.0,0.0,0.0,16 days,1,2
11431,11.87,5.0,4.601559291274655,1.0,1.0,0.0,0,True,0.0,1,1.0,0.0,0.0,142 days,1,6
11432,2.82,4.8,5.0,1.27,1.0,21.2,3,True,54.5,1,1.0,0.0,0.0,170 days,1,6
11433,19.52,5.0,4.601559291274655,1.0,1.0,0.0,1,False,0.0,0,0.0,0.0,1.0,24 days,1,2
11434,2.68,4.8,5.0,1.0,1.0,0.0,3,False,58.3,0,0.0,0.0,1.0,126 days,1,5
11435,3.32,5.0,3.8,1.02,0.0,7.1,10,False,57.1,0,0.0,0.0,1.0,108 days,1,5
11436,15.24,5.0,5.0,1.0,0.0,0.0,0,False,100.0,1,0.0,1.0,0.0,160 days,1,6
11437,1.42,4.8,5.0,1.0,1.0,0.0,2,False,60.0,0,0.0,0.0,1.0,92 days,1,4
11438,17.7,5.0,5.0,1.0,0.0,0.0,0,False,100.0,0,0.0,0.0,1.0,128 days,1,5
11439,1.17,4.5,4.601559291274655,1.0,0.0,0.0,1,True,100.0,0,1.0,0.0,0.0,87 days,1,4
11440,2.05,5.0,5.0,1.0,1.0,0.0,3,False,33.3,0,0.0,0.0,1.0,1 days,1,2
11441,4.35,5.0,5.0,1.0,1.0,0.0,0,False,50.0,1,0.0,1.0,0.0,148 days,1,6
11442,5.46,4.8,4.3,1.38,1.0,30.8,3,False,38.5,1,1.0,0.0,0.0,156 days,1,6
11443,2.81,4.0,4.0,1.0,1.0,0.0,0,False,100.0,1,0.0,0.0,1.0,141 days,1,6
11444,2.2,5.0,5.0,1.0,1.0,0.0,2,False,100.0,0,0.0,0.0,1.0,24 days,1,2
11445,8.05,4.8,5.0,1.17,0.0,16.7,3,False,16.7,0,0.0,0.0,1.0,79 days,1,4
11446,4.34,4.9,4.2,1.08,1.0,6.3,1,False,75.0,1,0.0,0.0,1.0,171 days,1,6
11447,11.63,4.9,3.8,1.0,1.0,0.0,5,True,100.0,1,0.0,0.0,1.0,141 days,1,6
11448,19.14,5.0,5.0,1.0,0.0,0.0,2,False,33.3,0,1.0,0.0,0.0,39 days,1,2
11449,9.78,5.0,4.601559291274655,1.0,0.0,0.0,1,False,0.0,0,1.0,0.0,0.0,1 days,1,1
11450,6.45,4.4,4.3,1.0,1.0,0.0,1,True,60.0,1,0.0,0.0,1.0,158 days,1,6
11451,2.2,5.0,5.0,1.0,1.0,0.0,0,False,100.0,0,0.0,1.0,0.0,35 days,1,3
11452,4.92,5.0,4.3,1.0,1.0,0.0,3,False,75.0,0,0.0,0.0,1.0,96 days,1,4
11453,2.76,5.0,3.3,1.0,0.0,0.0,2,False,66.7,0,1.0,0.0,0.0,133 days,1,5
11454,4.01,5.0,4.8,1.0,0.0,0.0,8,True,75.0,0,1.0,0.0,0.0,6 days,1,1
11455,1.86,5.0,5.0,1.0,1.0,0.0,3,False,100.0,0,1.0,0.0,0.0,2 days,1,1
11456,1.67,5.0,4.601559291274655,1.0,1.0,0.0,0,True,0.0,1,0.0,0.0,1.0,148 days,1,6
11457,9.72,4.8,4.9,1.02,1.0,8.3,1,True,58.3,1,0.0,0.0,1.0,160 days,1,6
11458,4.65,4.9,4.4,1.01,1.0,2.4,9,True,59.5,1,0.0,0.0,1.0,146 days,1,6
11459,1.13,5.0,5.0,1.13,1.0,50.0,0,True,0.0,0,1.0,0.0,0.0,116 days,1,4
11460,16.26,5.0,5.0,1.0,0.0,0.0,1,False,100.0,0,0.0,0.0,1.0,0 days,1,1
11461,4.7,5.0,4.601559291274655,1.25,0.0,100.0,1,False,100.0,0,0.0,0.0,1.0,3 days,1,1
11462,14.55,5.0,4.601559291274655,1.0,1.0,0.0,1,True,100.0,0,0.0,1.0,0.0,1 days,1,1
11463,5.92,4.5,4.7,1.02,0.0,5.4,43,False,68.8,1,0.0,0.0,1.0,164 days,1,6
11464,4.54,4.9,4.5,1.03,1.0,5.9,9,False,55.9,1,0.0,0.0,1.0,165 days,1,6
11465,23.08,5.0,4.0,1.0,0.0,0.0,1,True,100.0,0,0.0,0.0,1.0,1 days,1,1
11466,2.22,4.8,4.4,1.02,1.0,3.0,14,True,57.6,1,0.0,1.0,0.0,156 days,1,6
11467,2.63,4.5,5.0,1.0,1.0,0.0,0,False,100.0,0,0.0,0.0,1.0,55 days,1,3
11468,4.95,5.0,5.0,1.0,1.0,0.0,0,False,50.0,0,0.0,0.0,1.0,94 days,1,4
11469,5.91,4.0,4.601559291274655,1.0,0.0,0.0,1,False,0.0,0,1.0,0.0,0.0,0 days,1,1
11470,1.53,5.0,4.0,1.0,1.0,0.0,2,True,0.0,0,0.0,0.0,1.0,1 days,1,1
11471,5.92,4.5,5.0,1.0,1.0,0.0,0,True,0.0,1,0.0,0.0,1.0,142 days,1,6
11472,2.5,4.9,5.0,1.19,1.0,14.3,3,True,81.0,0,1.0,0.0,0.0,103 days,1,5
11473,3.6,5.0,5.0,1.0,0.0,0.0,1,False,0.0,0,1.0,0.0,0.0,1 days,1,1
11474,12.89,5.0,5.0,1.0,0.0,0.0,2,False,0.0,0,1.0,0.0,0.0,0 days,1,1
11475,1.37,5.0,4.601559291274655,1.0,1.0,0.0,0,False,100.0,0,1.0,0.0,0.0,54 days,1,2
11476,3.06,5.0,4.601559291274655,1.0,0.6,0.0,1,True,0.0,0,1.0,0.0,0.0,0 days,1,1
11477,2.32,5.0,5.0,1.0,0.0,0.0,1,False,0.0,0,1.0,0.0,0.0,0 days,1,1
11478,2.16,4.7,4.7,1.02,1.0,4.3,12,False,91.3,0,1.0,0.0,0.0,121 days,1,5
11479,5.4,4.9,4.3,1.0,0.0,0.0,0,True,64.3,0,0.0,0.0,1.0,148 days,1,5
11480,11.03,5.0,5.0,1.0,1.0,0.0,0,True,100.0,1,0.0,0.0,1.0,128 days,1,6
11481,10.65,4.8,5.0,1.05,0.0,7.0,10,True,60.5,1,0.0,1.0,0.0,163 days,1,6
11482,5.24,5.0,5.0,1.0,1.0,0.0,2,False,100.0,0,0.0,0.0,1.0,0 days,1,1
11483,3.99,5.0,5.0,1.0,1.0,0.0,1,False,25.0,0,0.0,0.0,1.0,98 days,1,4
11484,3.74,5.0,3.0,1.0,0.0,0.0,0,False,50.0,0,1.0,0.0,0.0,136 days,1,5
11485,18.44,4.5,4.0,1.0,1.0,0.0,4,False,100.0,0,1.0,0.0,0.0,27 days,1,2
11486,3.93,5.0,5.0,1.38,1.0,50.0,0,False,0.0,1,0.0,0.0,1.0,149 days,1,6
11487,6.69,5.0,5.0,1.0,1.0,0.0,0,False,0.0,1,0.0,1.0,0.0,161 days,1,6
11488,1.67,4.5,4.601559291274655,1.0,1.0,0.0,1,True,100.0,0,0.0,0.0,1.0,44 days,1,2
11489,2.78,5.0,5.0,1.0,0.0,0.0,1,False,0.0,0,0.0,0.0,1.0,1 days,1,1
11490,2.47,4.7,4.5,1.2,1.0,21.4,23,True,71.4,0,1.0,0.0,0.0,63 days,1,3
11491,0.84,5.0,5.0,2.0,0.0,50.0,0,False,100.0,1,0.0,1.0,0.0,145 days,1,6
11492,11.37,4.3,3.7,1.0,1.0,0.0,0,False,71.4,0,0.0,0.0,1.0,123 days,1,5
11493,3.73,4.6,4.4,1.06,1.0,5.9,4,False,47.1,1,0.0,0.0,1.0,154 days,1,6
11494,6.12,5.0,4.0,1.0,1.0,0.0,0,True,0.0,1,1.0,0.0,0.0,163 days,1,6
11495,1.8,4.7,4.5,1.0,0.0,0.0,0,False,0.0,0,1.0,0.0,0.0,135 days,1,6
11496,3.54,4.0,3.0,1.0,0.0,0.0,1,False,100.0,0,0.0,1.0,0.0,1 days,1,1
11497,15.95,5.0,4.601559291274655,2.25,0.0,100.0,0,False,100.0,0,0.0,0.0,1.0,72 days,1,3
11498,0.36,3.0,4.0,1.0,1.0,0.0,0,True,100.0,0,0.0,0.0,1.0,111 days,1,5
11499,2.7,5.0,4.8,1.03,1.0,5.6,6,True,50.0,1,0.0,0.0,1.0,166 days,1,6
11500,2.73,5.0,4.601559291274655,1.0,1.0,0.0,1,False,0.0,1,0.0,0.0,1.0,165 days,1,6
11501,1.34,5.0,4.0,1.0,1.0,0.0,6,False,33.3,0,1.0,0.0,0.0,2 days,1,1
11502,13.22,5.0,3.0,1.0,1.0,0.0,1,True,100.0,0,0.0,0.0,1.0,74 days,1,4
11503,5.29,4.8,4.5,1.0,1.0,0.0,1,False,50.0,0,0.0,0.0,1.0,87 days,1,4
11504,1.89,4.5,4.7,1.19,1.0,15.4,1,True,76.9,1,1.0,0.0,0.0,167 days,1,6
11505,1.85,4.6,4.0,1.0,1.0,0.0,0,False,62.5,0,0.0,0.0,1.0,149 days,1,5
11506,3.79,4.9,5.0,1.16,1.0,25.0,3,True,50.0,1,1.0,0.0,0.0,172 days,1,6
11507,14.92,5.0,5.0,1.0,0.0,0.0,1,True,0.0,0,1.0,0.0,0.0,1 days,1,1
11508,0.53,5.0,5.0,1.0,1.0,0.0,1,True,0.0,0,0.0,0.0,1.0,1 days,1,1
11509,2.18,3.3,3.8,1.0,0.0,0.0,1,False,83.3,0,0.0,0.0,1.0,141 days,1,5
11510,0.73,5.0,5.0,1.0,1.0,0.0,0,False,0.0,0,1.0,0.0,0.0,127 days,1,5
11511,15.68,5.0,4.601559291274655,1.0,0.0,0.0,1,False,0.0,0,1.0,0.0,0.0,86 days,1,4
11512,2.32,4.7,4.7,1.31,1.0,40.7,7,False,29.6,1,0.0,1.0,0.0,161 days,1,6
11513,1.27,4.0,5.0,1.0,1.0,0.0,1,True,100.0,0,1.0,0.0,0.0,0 days,1,1
11514,7.12,4.9,4.9,1.12,0.0,15.4,0,False,76.9,1,0.0,1.0,0.0,154 days,1,6
11515,2.05,4.6,3.6,1.03,1.0,6.9,7,False,58.6,1,0.0,0.0,1.0,159 days,1,7
11516,3.88,4.6,4.8,1.0,0.0,0.0,12,False,43.8,0,0.0,0.0,1.0,57 days,1,3
11517,4.06,4.5,5.0,1.02,1.0,7.7,4,True,38.5,1,0.0,0.0,1.0,157 days,1,6
11518,1.53,5.0,4.601559291274655,1.0,0.0,0.0,1,True,100.0,0,0.0,0.0,1.0,135 days,1,5
11519,1.77,5.0,5.0,1.0,1.0,0.0,0,True,0.0,0,0.0,0.0,1.0,48 days,1,2
11520,4.74,4.7,5.0,1.0,1.0,0.0,2,False,100.0,1,0.0,1.0,0.0,165 days,1,6
11521,4.5,5.0,5.0,1.0,0.0,0.0,2,True,100.0,0,0.0,0.0,1.0,15 days,1,2
11522,4.81,5.0,4.601559291274655,1.13,1.0,50.0,2,False,50.0,1,1.0,0.0,0.0,162 days,1,6
11523,17.78,5.0,5.0,1.0,0.0,0.0,0,False,100.0,0,0.0,1.0,0.0,97 days,1,5
11524,6.02,4.8,4.2,1.01,1.0,5.0,5,False,75.0,1,0.0,0.0,1.0,167 days,1,6
11525,14.61,5.0,5.0,1.0,0.0,0.0,0,True,100.0,0,0.0,1.0,0.0,86 days,1,4
11526,2.83,4.9,4.8,1.12,1.0,20.0,6,True,60.0,1,0.0,1.0,0.0,151 days,1,6
11527,1.52,5.0,4.9,1.0,0.0,0.0,12,True,43.3,1,0.0,0.0,1.0,149 days,1,6
11528,5.88,4.9,5.0,1.0,1.0,0.0,0,True,100.0,0,0.0,0.0,1.0,59 days,1,3
11529,9.44,5.0,4.601559291274655,1.0,1.0,0.0,1,True,0.0,0,1.0,0.0,0.0,1 days,1,1
11530,16.87,5.0,4.601559291274655,1.0,1.0,0.0,1,False,100.0,0,0.0,0.0,1.0,0 days,1,1
11531,2.36,5.0,4.8,1.15,1.0,20.0,0,False,60.0,1,0.0,0.0,1.0,175 days,1,6
11532,1.84,4.5,5.0,1.16,1.0,15.4,8,False,50.0,1,0.0,0.0,1.0,153 days,1,6
11533,14.57,5.0,4.601559291274655,1.0,0.0,0.0,0,False,0.0,0,0.0,0.0,1.0,54 days,1,3
11534,2.38,4.9,4.6,1.07,1.0,6.7,1,True,53.3,1,0.0,0.0,1.0,152 days,1,6
11535,1.81,4.8,4.9,1.05,1.0,14.3,6,True,95.2,1,0.0,1.0,0.0,152 days,1,6
11536,15.15,4.6,4.6,1.4,1.0,20.0,4,True,0.0,0,1.0,0.0,0.0,78 days,1,4
11537,5.89,5.0,4.601559291274655,1.0,1.0,0.0,1,True,100.0,0,0.0,0.0,1.0,0 days,1,1
11538,3.8,5.0,5.0,1.06,0.0,25.0,3,False,50.0,0,1.0,0.0,0.0,82 days,1,3
11539,1.78,4.0,5.0,1.0,1.0,0.0,1,False,100.0,0,0.0,0.0,1.0,1 days,1,1
11540,2.44,3.0,4.601559291274655,1.0,0.0,0.0,1,True,100.0,0,0.0,1.0,0.0,1 days,1,1
11541,2.96,4.4,3.2,1.11,1.0,4.3,5,False,39.1,1,0.0,0.0,1.0,155 days,1,6
11542,1.43,4.9,5.0,1.0,1.0,0.0,0,True,20.0,0,0.0,1.0,0.0,116 days,1,4
11543,6.6,4.4,4.0,1.24,1.0,17.6,8,False,70.6,1,0.0,0.0,1.0,144 days,1,6
11544,5.49,4.9,4.9,1.21,0.0,15.4,9,False,38.5,0,0.0,0.0,1.0,47 days,1,3
11545,1.13,4.8,4.3,1.0,1.0,0.0,2,True,100.0,1,1.0,0.0,0.0,148 days,1,6
11546,2.38,5.0,4.0,1.0,1.0,0.0,2,True,60.0,1,1.0,0.0,0.0,151 days,1,6
11547,5.63,5.0,4.601559291274655,1.25,1.0,100.0,1,False,100.0,0,1.0,0.0,0.0,0 days,1,1
11548,19.24,5.0,5.0,1.0,1.0,0.0,0,True,100.0,1,0.0,0.0,1.0,153 days,1,6
11549,1.68,4.8,4.8,1.12,1.0,16.7,9,False,36.7,1,0.0,0.0,1.0,156 days,1,6
11550,3.49,5.0,4.601559291274655,1.0,1.0,0.0,1,False,66.7,0,1.0,0.0,0.0,112 days,1,5
11551,17.97,5.0,4.3,1.0,0.0,0.0,1,True,57.1,1,0.0,1.0,0.0,156 days,1,6
11552,1.41,3.7,5.0,1.0,0.0,0.0,1,False,33.3,0,0.0,0.0,1.0,98 days,1,5
11553,2.13,4.6,4.8,1.0,1.0,0.0,3,True,100.0,1,0.0,1.0,0.0,154 days,1,6
11554,7.02,5.0,5.0,1.0,1.0,0.0,2,False,60.0,1,0.0,0.0,1.0,161 days,1,6
11555,1.02,5.0,5.0,1.0,1.0,0.0,3,False,66.7,0,0.0,0.0,1.0,10 days,1,1
11556,2.42,4.6,5.0,1.08,1.0,22.2,2,False,44.4,1,0.0,1.0,0.0,173 days,1,6
11557,15.14,5.0,4.601559291274655,1.0,1.0,0.0,1,False,100.0,0,0.0,0.0,1.0,0 days,1,1
11558,5.25,4.5,4.7,1.0,1.0,0.0,6,False,83.3,0,0.0,0.0,1.0,4 days,1,1
11559,1.36,4.5,4.6,1.07,1.0,4.4,8,False,62.2,1,0.0,0.0,1.0,151 days,1,6
11560,2.59,5.0,5.0,1.0,1.0,0.0,0,False,100.0,1,0.0,1.0,0.0,162 days,1,6
11561,2.58,4.8,4.2,1.0,0.0,0.0,6,False,100.0,0,0.0,0.0,1.0,16 days,1,1
11562,4.78,5.0,5.0,1.0,0.0,0.0,1,True,0.0,1,0.0,0.0,1.0,134 days,1,6
11563,11.29,5.0,4.601559291274655,1.0,0.0,0.0,1,False,100.0,0,1.0,0.0,0.0,0 days,1,1
11564,11.14,5.0,5.0,1.0,1.0,0.0,4,True,70.0,0,0.0,1.0,0.0,76 days,1,4
11565,5.3,5.0,4.3,1.0,0.0,0.0,0,True,100.0,0,0.0,0.0,1.0,140 days,1,5
11566,1.39,4.3,1.8,1.0,0.0,0.0,4,False,50.0,0,0.0,0.0,1.0,2 days,1,1
11567,5.89,5.0,4.5,1.5,1.0,50.0,1,True,0.0,0,1.0,0.0,0.0,50 days,1,3
11568,4.87,5.0,5.0,1.06,0.0,12.5,4,True,25.0,1,0.0,0.0,1.0,162 days,1,6
11569,4.85,4.0,5.0,1.38,1.0,50.0,0,False,100.0,1,1.0,0.0,0.0,159 days,1,6
11570,4.1,5.0,5.0,1.0,1.0,0.0,3,False,33.3,0,0.0,0.0,1.0,2 days,1,1
11571,2.52,4.6,4.9,1.2,1.0,28.6,0,True,78.6,0,1.0,0.0,0.0,114 days,1,5
11572,6.03,5.0,5.0,1.0,1.0,0.0,0,True,100.0,0,0.0,0.0,1.0,53 days,1,3
11573,2.47,5.0,4.601559291274655,1.25,1.0,100.0,1,False,100.0,0,1.0,0.0,0.0,0 days,1,1
11574,5.7,4.9,4.4,1.14,1.0,22.2,4,False,11.1,1,0.0,0.0,1.0,170 days,1,6
11575,2.83,4.8,4.8,1.0,0.0,0.0,1,False,33.3,0,0.0,0.0,1.0,111 days,1,5
11576,3.39,4.9,4.9,1.0,1.0,0.0,0,True,100.0,1,0.0,1.0,0.0,147 days,1,6
11577,2.23,4.3,4.2,1.1,1.0,9.1,2,True,59.1,1,1.0,0.0,0.0,146 days,1,6
11578,18.63,5.0,4.601559291274655,1.0,0.0,0.0,1,True,100.0,0,0.0,0.0,1.0,0 days,1,1
11579,12.51,5.0,5.0,1.0,0.0,0.0,1,True,100.0,0,1.0,0.0,0.0,8 days,1,2
